vehicle_id,temperature,humidity,accel_magnitude,label,anomaly_type,anomaly_reason
Transport-1,21.2,52.74,2.123,NORMAL,,
Transport-2,27.05,32.81,1.103,NORMAL,,
Transport-1,13.66,64.06,0.983,NORMAL,,
Transport-2,17.87,47.95,1.005,NORMAL,,
Transport-1,17.39,36.83,1.806,NORMAL,,
Transport-2,10.36,52.59,0.443,NORMAL,,
Transport-1,37.24,49.15,0.74,NORMAL,,
Transport-2,23.92,44.99,2.417,NORMAL,,
Transport-1,31.18,42.94,0.77,NORMAL,,
Transport-2,-0.98,41.69,1.114,NORMAL,,
Transport-1,21.76,45.7,0.194,NORMAL,,
Transport-2,24.85,34.9,1.296,NORMAL,,
Transport-1,24.45,46.97,1.405,NORMAL,,
Transport-2,14.4,58.33,2.025,NORMAL,,
Transport-1,34.79,45.11,1.003,NORMAL,,
Transport-2,29.5,51.06,2.387,NORMAL,,
Transport-1,0.28,43.76,0.188,NORMAL,,
Transport-2,10.54,46.3,1.357,NORMAL,,
Transport-1,18.86,31.07,0.093,NORMAL,,
Transport-2,20.81,33.81,1.567,NORMAL,,
Transport-1,16.47,48.69,0.256,NORMAL,,
Transport-2,17.97,48.92,1.594,NORMAL,,
Transport-1,39.28,45.49,0.969,NORMAL,,
Transport-2,18.12,43.17,0.235,NORMAL,,
Transport-1,24.44,59.26,1.74,NORMAL,,
Transport-2,12.6,35.48,0.626,NORMAL,,
Transport-1,20.72,53.11,0.7,NORMAL,,
Transport-2,24.27,45.54,1.223,NORMAL,,
Transport-1,13.72,42.46,1.895,NORMAL,,
Transport-2,11.74,31.61,0.102,NORMAL,,
Transport-1,22.22,44.74,0.196,NORMAL,,
Transport-2,17.1,36.06,1.085,NORMAL,,
Transport-1,19.24,52.23,0.113,NORMAL,,
Transport-2,19.39,47.61,2.141,NORMAL,,
Transport-1,14.89,32.12,1.927,NORMAL,,
Transport-2,18.79,62.91,1.439,NORMAL,,
Transport-1,19.65,46.04,1.364,NORMAL,,
Transport-2,3.17,49.61,1.811,NORMAL,,
Transport-1,11.04,33.53,0.046,NORMAL,,
Transport-2,20.25,32.49,0.797,NORMAL,,
Transport-1,10.7,54.43,0.846,NORMAL,,
Transport-2,20.45,52.01,2.194,NORMAL,,
Transport-1,34.1,38.46,0.532,NORMAL,,
Transport-2,34.21,59.72,1.238,NORMAL,,
Transport-1,21.65,41.93,2.327,NORMAL,,
Transport-2,5.74,47.51,1.509,NORMAL,,
Transport-1,23.54,47.68,2.066,NORMAL,,
Transport-2,23.43,43.62,0.027,NORMAL,,
Transport-1,-14.52,43.19,1.9,NORMAL,,
Transport-2,14.41,46.32,0.897,NORMAL,,
Transport-1,14.93,53.54,1.881,NORMAL,,
Transport-2,33.69,32.74,1.483,NORMAL,,
Transport-1,18.24,45.45,2.219,NORMAL,,
Transport-2,11.76,35.0,1.904,NORMAL,,
Transport-1,11.52,32.94,1.752,NORMAL,,
Transport-2,22.33,54.72,0.203,NORMAL,,
Transport-1,24.8,43.1,0.927,NORMAL,,
Transport-2,38.42,59.58,2.26,NORMAL,,
Transport-1,11.25,57.2,1.396,NORMAL,,
Transport-2,23.6,33.89,1.232,NORMAL,,
Transport-1,17.03,31.97,0.297,NORMAL,,
Transport-2,19.74,56.11,1.458,NORMAL,,
Transport-1,2.49,42.86,1.737,NORMAL,,
Transport-2,24.45,30.43,2.425,NORMAL,,
Transport-1,23.37,48.47,2.482,NORMAL,,
Transport-2,18.31,63.93,1.308,NORMAL,,
Transport-1,20.44,45.91,1.569,NORMAL,,
Transport-2,23.52,31.59,0.702,NORMAL,,
Transport-1,33.42,44.56,1.24,NORMAL,,
Transport-2,12.82,46.23,0.883,NORMAL,,
Transport-1,11.17,64.1,2.466,NORMAL,,
Transport-2,26.08,39.29,2.441,NORMAL,,
Transport-1,14.88,57.33,2.468,NORMAL,,
Transport-2,23.54,46.13,0.836,NORMAL,,
Transport-1,31.96,40.45,0.053,NORMAL,,
Transport-2,22.16,64.55,0.376,NORMAL,,
Transport-1,15.71,63.95,2.105,NORMAL,,
Transport-2,24.06,42.44,0.82,NORMAL,,
Transport-1,22.97,58.45,2.499,NORMAL,,
Transport-2,13.33,47.69,1.89,NORMAL,,
Transport-1,17.42,43.52,0.387,NORMAL,,
Transport-2,16.37,42.29,1.343,NORMAL,,
Transport-1,15.37,33.97,1.679,NORMAL,,
Transport-2,21.58,48.21,2.13,NORMAL,,
Transport-1,18.41,60.68,1.009,NORMAL,,
Transport-2,10.43,56.43,1.551,NORMAL,,
Transport-1,16.39,34.09,0.044,NORMAL,,
Transport-2,18.85,43.73,1.094,NORMAL,,
Transport-1,0.9,45.14,1.567,NORMAL,,
Transport-2,19.33,60.18,2.374,NORMAL,,
Transport-1,23.9,47.22,0.646,NORMAL,,
Transport-2,24.7,47.24,0.822,NORMAL,,
Transport-1,13.6,32.66,0.322,NORMAL,,
Transport-2,12.28,34.86,1.602,NORMAL,,
Transport-1,15.19,61.39,1.185,NORMAL,,
Transport-2,15.17,35.77,0.123,NORMAL,,
Transport-1,14.18,36.2,0.222,NORMAL,,
Transport-2,16.91,37.22,0.911,NORMAL,,
Transport-1,20.36,31.38,1.999,NORMAL,,
Transport-2,11.23,60.58,2.302,NORMAL,,
Transport-1,14.15,58.22,1.871,NORMAL,,
Transport-2,13.14,42.97,1.211,NORMAL,,
Transport-1,15.53,46.19,1.869,NORMAL,,
Transport-2,13.79,54.97,2.238,NORMAL,,
Transport-1,17.98,33.75,1.119,NORMAL,,
Transport-2,13.64,39.42,0.943,NORMAL,,
Transport-1,14.83,37.4,0.819,NORMAL,,
Transport-2,23.36,50.78,1.698,NORMAL,,
Transport-1,24.95,32.61,1.611,NORMAL,,
Transport-2,21.18,45.11,0.319,NORMAL,,
Transport-1,15.45,52.61,1.427,NORMAL,,
Transport-2,24.8,51.2,0.593,NORMAL,,
Transport-1,12.29,38.61,0.402,NORMAL,,
Transport-2,14.28,36.07,2.242,NORMAL,,
Transport-1,17.87,44.36,2.456,NORMAL,,
Transport-2,15.97,63.93,2.164,NORMAL,,
Transport-1,17.74,35.13,2.006,NORMAL,,
Transport-2,13.41,45.72,0.56,NORMAL,,
Transport-1,15.61,39.71,1.276,NORMAL,,
Transport-2,13.64,34.02,1.527,NORMAL,,
Transport-1,18.72,35.4,1.203,NORMAL,,
Transport-2,10.78,41.78,0.336,NORMAL,,
Transport-1,24.85,41.28,2.025,NORMAL,,
Transport-2,20.22,56.61,1.489,NORMAL,,
Transport-1,16.18,42.21,2.324,NORMAL,,
Transport-2,38.95,33.73,2.193,NORMAL,,
Transport-1,-9.13,40.66,1.482,NORMAL,,
Transport-2,22.63,34.89,1.988,NORMAL,,
Transport-1,12.45,35.75,2.036,NORMAL,,
Transport-2,25.69,40.76,2.632,NORMAL,,
Transport-1,22.25,45.37,0.942,NORMAL,,
Transport-2,14.52,56.17,1.257,NORMAL,,
Transport-1,23.49,43.44,1.359,NORMAL,,
Transport-2,17.45,41.17,1.88,NORMAL,,
Transport-1,15.02,34.87,1.985,NORMAL,,
Transport-2,18.0,61.29,1.971,NORMAL,,
Transport-1,14.68,38.7,1.86,NORMAL,,
Transport-2,18.55,56.69,2.192,NORMAL,,
Transport-1,22.32,33.87,2.116,NORMAL,,
Transport-2,15.96,57.91,0.375,NORMAL,,
Transport-1,20.83,55.2,1.603,NORMAL,,
Transport-2,26.28,37.55,1.037,NORMAL,,
Transport-1,23.63,50.42,1.002,NORMAL,,
Transport-2,24.21,35.37,1.466,NORMAL,,
Transport-1,19.17,30.63,2.18,NORMAL,,
Transport-2,13.91,46.97,1.845,NORMAL,,
Transport-1,14.58,47.29,1.82,NORMAL,,
Transport-2,21.05,62.7,2.314,NORMAL,,
Transport-1,11.7,64.47,2.097,NORMAL,,
Transport-2,23.81,60.45,1.297,NORMAL,,
Transport-1,15.99,31.92,0.838,NORMAL,,
Transport-2,10.14,40.0,1.195,NORMAL,,
Transport-1,23.8,42.12,0.867,NORMAL,,
Transport-2,23.57,36.74,1.357,NORMAL,,
Transport-1,12.65,47.44,1.047,NORMAL,,
Transport-2,1.74,45.81,1.265,NORMAL,,
Transport-1,19.95,36.23,2.403,NORMAL,,
Transport-2,16.22,32.99,2.492,NORMAL,,
Transport-1,18.93,32.35,1.875,NORMAL,,
Transport-2,23.47,37.18,0.477,NORMAL,,
Transport-1,17.08,49.77,0.164,NORMAL,,
Transport-2,23.6,45.73,1.322,NORMAL,,
Transport-1,18.39,35.43,0.455,NORMAL,,
Transport-2,36.77,43.73,0.541,NORMAL,,
Transport-1,16.13,30.89,0.39,NORMAL,,
Transport-2,29.77,30.81,0.666,NORMAL,,
Transport-1,20.08,30.69,0.26,NORMAL,,
Transport-2,15.36,49.58,0.715,NORMAL,,
Transport-1,13.65,55.28,2.139,NORMAL,,
Transport-2,21.92,50.04,0.615,NORMAL,,
Transport-1,23.45,30.46,0.214,NORMAL,,
Transport-2,10.4,36.35,1.458,NORMAL,,
Transport-1,23.39,58.61,0.855,NORMAL,,
Transport-2,15.7,50.66,0.67,NORMAL,,
Transport-1,16.14,49.32,1.09,NORMAL,,
Transport-2,24.23,56.73,0.35,NORMAL,,
Transport-1,9.25,48.95,1.6,NORMAL,,
Transport-2,10.34,39.4,1.354,NORMAL,,
Transport-1,13.87,34.88,2.087,NORMAL,,
Transport-2,11.54,41.72,0.545,NORMAL,,
Transport-1,23.71,34.12,1.441,NORMAL,,
Transport-2,18.31,52.8,2.074,NORMAL,,
Transport-1,10.16,34.79,2.25,NORMAL,,
Transport-2,15.84,46.01,1.33,NORMAL,,
Transport-1,23.72,44.66,0.958,NORMAL,,
Transport-2,10.7,35.82,1.845,NORMAL,,
Transport-1,19.05,38.59,0.973,NORMAL,,
Transport-2,15.34,55.17,0.743,NORMAL,,
Transport-1,17.14,53.23,2.342,NORMAL,,
Transport-2,16.45,30.94,0.787,NORMAL,,
Transport-1,10.77,47.37,1.492,NORMAL,,
Transport-2,21.56,33.73,0.188,NORMAL,,
Transport-1,24.86,50.65,1.304,NORMAL,,
Transport-2,22.29,57.98,1.737,NORMAL,,
Transport-1,18.85,42.63,0.229,NORMAL,,
Transport-2,-11.79,49.5,0.892,NORMAL,,
Transport-1,18.13,60.55,1.831,NORMAL,,
Transport-2,29.76,50.77,2.548,NORMAL,,
Transport-1,17.34,37.74,2.469,NORMAL,,
Transport-2,-17.63,47.06,1.85,NORMAL,,
Transport-1,18.52,62.04,0.085,NORMAL,,
Transport-2,18.92,57.73,2.913,NORMAL,,
Transport-1,8.45,48.62,1.689,NORMAL,,
Transport-2,22.43,31.3,1.491,NORMAL,,
Transport-1,11.81,32.69,1.741,NORMAL,,
Transport-2,20.87,32.29,0.788,NORMAL,,
Transport-1,21.86,41.16,1.565,NORMAL,,
Transport-2,16.95,42.33,0.049,NORMAL,,
Transport-1,-18.72,48.75,1.058,NORMAL,,
Transport-2,27.93,49.98,0.701,NORMAL,,
Transport-1,22.06,44.4,1.883,NORMAL,,
Transport-2,39.05,47.68,0.836,NORMAL,,
Transport-1,21.06,38.36,0.276,NORMAL,,
Transport-2,14.31,40.37,0.584,NORMAL,,
Transport-1,10.27,64.57,1.069,NORMAL,,
Transport-2,20.19,37.64,2.375,NORMAL,,
Transport-1,12.68,42.53,2.637,NORMAL,,
Transport-2,8.04,46.13,0.334,NORMAL,,
Transport-1,-6.1,49.43,1.299,NORMAL,,
Transport-2,17.69,38.07,0.441,NORMAL,,
Transport-1,12.8,57.29,0.875,NORMAL,,
Transport-2,24.54,60.93,2.319,NORMAL,,
Transport-1,-9.57,43.96,1.516,NORMAL,,
Transport-2,14.62,54.47,0.673,NORMAL,,
Transport-1,18.05,50.75,1.45,NORMAL,,
Transport-2,23.16,39.3,0.324,NORMAL,,
Transport-1,37.34,48.62,1.619,NORMAL,,
Transport-2,26.53,32.61,1.225,NORMAL,,
Transport-1,13.9,55.32,1.24,NORMAL,,
Transport-2,13.3,53.91,0.19,NORMAL,,
Transport-1,9.71,44.81,1.185,NORMAL,,
Transport-2,20.43,50.34,1.697,NORMAL,,
Transport-1,23.18,57.91,1.646,NORMAL,,
Transport-2,32.04,47.08,1.674,NORMAL,,
Transport-1,30.4,48.56,2.258,NORMAL,,
Transport-2,23.21,60.51,0.073,NORMAL,,
Transport-1,13.87,40.05,2.231,NORMAL,,
Transport-2,22.27,59.12,1.269,NORMAL,,
Transport-1,14.31,51.59,2.453,NORMAL,,
Transport-2,13.9,52.19,1.35,NORMAL,,
Transport-1,13.21,52.83,1.624,NORMAL,,
Transport-2,0.51,46.33,1.864,NORMAL,,
Transport-1,24.06,54.08,0.17,NORMAL,,
Transport-2,20.62,32.36,1.455,NORMAL,,
Transport-1,19.31,31.6,2.179,NORMAL,,
Transport-2,38.13,47.5,0.26,NORMAL,,
Transport-1,10.74,30.66,0.971,NORMAL,,
Transport-2,21.56,53.92,1.115,NORMAL,,
Transport-1,24.96,44.92,1.128,NORMAL,,
Transport-2,21.92,54.28,0.552,NORMAL,,
Transport-1,20.21,52.91,0.683,NORMAL,,
Transport-2,-10.94,44.32,1.887,NORMAL,,
Transport-1,19.58,43.92,0.686,NORMAL,,
Transport-2,4.56,48.94,0.46,NORMAL,,
Transport-1,10.47,52.81,0.921,NORMAL,,
Transport-2,8.39,49.68,0.371,NORMAL,,
Transport-1,26.6,47.71,1.69,NORMAL,,
Transport-2,28.79,33.94,0.098,NORMAL,,
Transport-1,17.0,47.97,0.963,NORMAL,,
Transport-2,11.88,53.99,1.076,NORMAL,,
Transport-1,17.37,32.25,1.455,NORMAL,,
Transport-2,21.96,40.86,1.138,NORMAL,,
Transport-1,11.09,43.74,1.2,NORMAL,,
Transport-2,14.37,54.32,2.15,NORMAL,,
Transport-1,11.19,44.42,0.315,NORMAL,,
Transport-2,24.8,34.99,1.247,NORMAL,,
Transport-1,20.54,49.59,0.024,NORMAL,,
Transport-2,17.77,33.08,0.877,NORMAL,,
Transport-1,11.18,43.89,0.332,NORMAL,,
Transport-2,20.34,58.02,0.5,NORMAL,,
Transport-1,11.57,52.28,1.766,NORMAL,,
Transport-2,24.04,31.82,1.353,NORMAL,,
Transport-1,36.13,51.42,2.405,NORMAL,,
Transport-2,22.22,32.8,2.237,NORMAL,,
Transport-1,22.26,45.83,1.609,NORMAL,,
Transport-2,20.97,32.86,0.151,NORMAL,,
Transport-1,12.39,60.51,0.548,NORMAL,,
Transport-2,0.21,41.82,1.579,NORMAL,,
Transport-1,24.95,46.66,2.158,NORMAL,,
Transport-2,24.95,64.12,1.626,NORMAL,,
Transport-1,20.2,32.53,0.077,NORMAL,,
Transport-2,16.94,60.39,1.818,NORMAL,,
Transport-1,22.76,40.38,1.113,NORMAL,,
Transport-2,-17.59,48.67,1.157,NORMAL,,
Transport-1,20.88,47.03,2.184,NORMAL,,
Transport-2,5.3,42.77,1.185,NORMAL,,
Transport-1,-7.36,46.23,1.263,NORMAL,,
Transport-2,13.95,51.47,2.727,NORMAL,,
Transport-1,13.56,64.0,0.452,NORMAL,,
Transport-2,9.54,42.47,1.741,NORMAL,,
Transport-1,17.72,42.57,1.482,NORMAL,,
Transport-2,15.87,63.93,0.645,NORMAL,,
Transport-1,19.76,53.2,0.393,NORMAL,,
Transport-2,7.23,42.36,0.147,NORMAL,,
Transport-1,17.8,41.8,2.072,NORMAL,,
Transport-2,13.73,51.6,1.767,NORMAL,,
Transport-1,12.51,31.28,1.841,NORMAL,,
Transport-2,24.24,55.33,2.417,NORMAL,,
Transport-1,23.02,37.2,0.28,NORMAL,,
Transport-2,10.86,48.59,2.342,NORMAL,,
Transport-1,11.83,45.83,2.335,NORMAL,,
Transport-2,17.61,31.46,0.371,NORMAL,,
Transport-1,37.91,40.05,1.904,NORMAL,,
Transport-2,23.02,45.92,1.289,NORMAL,,
Transport-1,20.0,34.89,0.075,NORMAL,,
Transport-2,20.57,37.06,1.684,NORMAL,,
Transport-1,-14.37,46.73,0.888,NORMAL,,
Transport-2,-9.37,46.93,1.676,NORMAL,,
Transport-1,20.99,44.97,1.236,NORMAL,,
Transport-2,14.24,40.3,1.862,NORMAL,,
Transport-1,30.3,36.47,1.977,NORMAL,,
Transport-2,19.77,33.73,1.645,NORMAL,,
Transport-1,-17.11,49.77,0.814,NORMAL,,
Transport-2,26.94,45.67,1.477,NORMAL,,
Transport-1,4.25,43.27,1.335,NORMAL,,
Transport-2,32.87,53.93,1.307,NORMAL,,
Transport-1,13.61,46.33,0.017,NORMAL,,
Transport-2,15.5,43.87,1.739,NORMAL,,
Transport-1,16.73,38.31,0.933,NORMAL,,
Transport-2,11.1,51.12,1.671,NORMAL,,
Transport-1,16.95,43.29,2.158,NORMAL,,
Transport-2,17.19,30.9,0.853,NORMAL,,
Transport-1,15.98,50.31,1.334,NORMAL,,
Transport-2,21.47,58.45,1.795,NORMAL,,
Transport-1,-18.91,41.96,0.015,NORMAL,,
Transport-2,23.47,38.52,2.318,NORMAL,,
Transport-1,24.02,42.31,0.254,NORMAL,,
Transport-2,13.85,39.97,0.768,NORMAL,,
Transport-1,26.17,39.34,1.831,NORMAL,,
Transport-2,18.18,42.41,0.366,NORMAL,,
Transport-1,20.22,36.35,1.313,NORMAL,,
Transport-2,13.21,47.02,0.77,NORMAL,,
Transport-1,9.01,48.06,1.1,NORMAL,,
Transport-2,19.5,63.3,1.504,NORMAL,,
Transport-1,36.53,36.84,0.636,NORMAL,,
Transport-2,16.17,59.4,2.25,NORMAL,,
Transport-1,13.55,57.32,0.687,NORMAL,,
Transport-2,22.71,50.03,0.287,NORMAL,,
Transport-1,16.78,50.53,0.42,NORMAL,,
Transport-2,35.88,36.5,0.287,NORMAL,,
Transport-1,19.63,51.25,1.367,NORMAL,,
Transport-2,15.86,50.81,1.242,NORMAL,,
Transport-1,-11.81,46.95,0.809,NORMAL,,
Transport-2,20.76,54.24,2.478,NORMAL,,
Transport-1,11.56,55.35,1.446,NORMAL,,
Transport-2,11.19,33.0,2.235,NORMAL,,
Transport-1,14.85,37.93,0.887,NORMAL,,
Transport-2,17.79,32.37,2.001,NORMAL,,
Transport-1,18.1,60.8,1.627,NORMAL,,
Transport-2,14.87,41.66,1.674,NORMAL,,
Transport-1,19.71,45.58,1.461,NORMAL,,
Transport-2,10.9,49.68,2.394,NORMAL,,
Transport-1,20.35,37.03,1.34,NORMAL,,
Transport-2,16.76,56.47,0.869,NORMAL,,
Transport-1,33.86,57.82,0.704,NORMAL,,
Transport-2,12.29,64.74,2.318,NORMAL,,
Transport-1,22.63,48.23,1.559,NORMAL,,
Transport-2,21.33,34.47,2.065,NORMAL,,
Transport-1,31.26,31.08,0.909,NORMAL,,
Transport-2,15.4,33.07,2.342,NORMAL,,
Transport-1,14.58,43.89,1.118,NORMAL,,
Transport-2,17.74,62.18,1.242,NORMAL,,
Transport-1,31.09,42.09,1.861,NORMAL,,
Transport-2,22.26,43.32,2.195,NORMAL,,
Transport-1,28.36,47.9,0.609,NORMAL,,
Transport-2,16.04,36.07,1.737,NORMAL,,
Transport-1,24.63,52.43,2.056,NORMAL,,
Transport-2,22.93,62.3,1.218,NORMAL,,
Transport-1,21.47,36.12,1.256,NORMAL,,
Transport-2,12.2,42.86,0.17,NORMAL,,
Transport-1,12.03,63.71,1.374,NORMAL,,
Transport-2,5.95,43.12,1.012,NORMAL,,
Transport-1,11.58,52.43,0.54,NORMAL,,
Transport-2,19.75,35.32,0.153,NORMAL,,
Transport-1,23.79,31.74,2.985,NORMAL,,
Transport-2,20.43,64.43,0.598,NORMAL,,
Transport-1,11.82,40.61,0.253,NORMAL,,
Transport-2,11.87,45.28,2.99,NORMAL,,
Transport-1,28.46,39.19,1.872,NORMAL,,
Transport-2,16.39,34.57,2.217,NORMAL,,
Transport-1,12.92,42.87,1.035,NORMAL,,
Transport-2,32.01,53.08,0.033,NORMAL,,
Transport-1,17.22,30.67,0.65,NORMAL,,
Transport-2,14.11,46.06,0.646,NORMAL,,
Transport-1,13.62,64.16,2.004,NORMAL,,
Transport-2,9.27,41.1,1.096,NORMAL,,
Transport-1,22.67,33.43,1.221,NORMAL,,
Transport-2,14.87,55.81,1.19,NORMAL,,
Transport-1,15.92,46.08,1.963,NORMAL,,
Transport-2,37.32,47.87,0.631,NORMAL,,
Transport-1,23.13,37.64,2.523,NORMAL,,
Transport-2,23.53,46.15,1.593,NORMAL,,
Transport-1,36.85,49.1,1.842,NORMAL,,
Transport-2,17.78,35.26,1.844,NORMAL,,
Transport-1,20.2,31.46,0.212,NORMAL,,
Transport-2,12.16,32.14,0.036,NORMAL,,
Transport-1,24.25,43.53,0.593,NORMAL,,
Transport-2,21.62,53.15,0.463,NORMAL,,
Transport-1,11.48,53.11,1.911,NORMAL,,
Transport-2,10.31,32.88,2.42,NORMAL,,
Transport-1,21.54,51.86,0.955,NORMAL,,
Transport-2,11.82,51.53,1.937,NORMAL,,
Transport-1,17.95,31.47,2.421,NORMAL,,
Transport-2,18.78,59.4,1.806,NORMAL,,
Transport-1,21.22,58.41,1.641,NORMAL,,
Transport-2,15.07,62.48,0.562,NORMAL,,
Transport-1,16.48,45.38,1.532,NORMAL,,
Transport-2,-5.56,41.22,0.395,NORMAL,,
Transport-1,18.75,42.86,1.632,NORMAL,,
Transport-2,30.79,49.19,0.504,NORMAL,,
Transport-1,23.82,55.26,2.185,NORMAL,,
Transport-2,29.68,35.32,1.635,NORMAL,,
Transport-1,36.24,40.43,0.33,NORMAL,,
Transport-2,20.89,58.62,0.534,NORMAL,,
Transport-1,22.61,55.65,1.356,NORMAL,,
Transport-2,17.63,40.41,1.413,NORMAL,,
Transport-1,36.2,49.09,2.283,NORMAL,,
Transport-2,16.92,30.33,0.617,NORMAL,,
Transport-1,39.75,32.98,1.204,NORMAL,,
Transport-2,16.12,46.65,2.199,NORMAL,,
Transport-1,12.82,42.44,1.959,NORMAL,,
Transport-2,10.08,56.63,0.088,NORMAL,,
Transport-1,16.07,58.74,1.104,NORMAL,,
Transport-2,12.23,40.7,2.192,NORMAL,,
Transport-1,2.1,44.49,1.444,NORMAL,,
Transport-2,15.58,43.92,0.825,NORMAL,,
Transport-1,10.1,48.59,1.066,NORMAL,,
Transport-2,12.79,47.65,1.443,NORMAL,,
Transport-1,10.97,50.3,1.404,NORMAL,,
Transport-2,19.05,53.68,2.012,NORMAL,,
Transport-1,22.38,47.44,0.193,NORMAL,,
Transport-2,15.01,57.47,1.769,NORMAL,,
Transport-1,25.52,43.21,0.442,NORMAL,,
Transport-2,16.51,33.1,0.552,NORMAL,,
Transport-1,21.03,64.94,2.333,NORMAL,,
Transport-2,16.32,52.27,1.964,NORMAL,,
Transport-1,16.15,59.39,0.96,NORMAL,,
Transport-2,18.82,36.46,0.906,NORMAL,,
Transport-1,10.39,30.85,2.079,NORMAL,,
Transport-2,17.77,40.46,2.352,NORMAL,,
Transport-1,16.44,60.55,2.105,NORMAL,,
Transport-2,22.04,46.04,1.207,NORMAL,,
Transport-1,11.21,55.48,1.241,NORMAL,,
Transport-2,20.94,56.79,0.397,NORMAL,,
Transport-1,12.03,56.3,1.642,NORMAL,,
Transport-2,-15.86,40.57,0.564,NORMAL,,
Transport-1,13.7,61.72,0.624,NORMAL,,
Transport-2,21.39,45.74,1.942,NORMAL,,
Transport-1,17.31,31.18,0.157,NORMAL,,
Transport-2,-11.65,45.32,0.822,NORMAL,,
Transport-1,23.5,30.76,1.659,NORMAL,,
Transport-2,13.61,49.37,0.105,NORMAL,,
Transport-1,13.9,55.58,2.453,NORMAL,,
Transport-2,19.81,36.93,1.413,NORMAL,,
Transport-1,24.58,51.3,0.874,NORMAL,,
Transport-2,12.27,37.89,0.627,NORMAL,,
Transport-1,13.67,45.23,0.23,NORMAL,,
Transport-2,23.37,40.68,1.416,NORMAL,,
Transport-1,11.23,46.04,1.212,NORMAL,,
Transport-2,24.19,59.75,1.673,NORMAL,,
Transport-1,16.18,52.78,1.364,NORMAL,,
Transport-2,17.69,58.22,1.148,NORMAL,,
Transport-1,21.79,37.05,0.647,NORMAL,,
Transport-2,14.95,56.49,1.298,NORMAL,,
Transport-1,23.17,60.79,2.176,NORMAL,,
Transport-2,16.77,64.47,1.93,NORMAL,,
Transport-1,10.98,46.24,2.273,NORMAL,,
Transport-2,17.47,33.69,1.642,NORMAL,,
Transport-1,21.41,53.27,2.893,NORMAL,,
Transport-2,17.85,40.05,1.982,NORMAL,,
Transport-1,19.52,57.93,0.99,NORMAL,,
Transport-2,11.98,41.58,1.392,NORMAL,,
Transport-1,19.5,55.72,2.718,NORMAL,,
Transport-2,24.75,34.92,0.505,NORMAL,,
Transport-1,23.41,52.9,0.38,NORMAL,,
Transport-2,19.23,32.92,2.206,NORMAL,,
Transport-1,25.16,59.01,1.253,NORMAL,,
Transport-2,20.08,46.35,0.332,NORMAL,,
Transport-1,5.65,41.62,0.025,NORMAL,,
Transport-2,17.91,55.18,2.226,NORMAL,,
